azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index,year,month,quarter,day_of_week,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_7,day,forecast
US,Compute,129,163,99.92,0,7.0,3.85,95.45,2023,5,2,1,202.0,148.0,217.0,178.0,138.0,194.0,224.0,172.28571428571428,30,118.23651
US,Storage,219,242,99.56,0,7.0,3.85,95.45,2023,5,2,1,129.0,202.0,148.0,217.0,178.0,138.0,194.0,175.85714285714286,30,204.08153
Europe,Compute,201,253,99.91,0,7.0,3.85,95.45,2023,5,2,1,219.0,129.0,202.0,148.0,217.0,178.0,138.0,184.85714285714286,30,213.2949
Europe,Storage,137,180,99.64,0,7.0,3.85,95.45,2023,5,2,1,201.0,219.0,129.0,202.0,148.0,217.0,178.0,179.0,30,139.36278
India,Compute,139,198,99.98,0,7.0,3.85,95.45,2023,5,2,2,137.0,201.0,219.0,129.0,202.0,148.0,217.0,167.85714285714286,31,153.38844
India,Storage,238,295,99.66,0,7.0,3.85,95.45,2023,5,2,2,139.0,137.0,201.0,219.0,129.0,202.0,148.0,180.71428571428572,31,250.82379
US,Compute,182,226,99.55,0,7.0,3.85,95.45,2023,5,2,2,238.0,139.0,137.0,201.0,219.0,129.0,202.0,177.85714285714286,31,184.38586
US,Storage,143,185,99.58,0,7.0,3.85,95.45,2023,5,2,2,182.0,238.0,139.0,137.0,201.0,219.0,129.0,179.85714285714286,31,144.21709
Europe,Compute,152,190,99.54,0,7.0,3.85,95.45,2023,5,2,2,143.0,182.0,238.0,139.0,137.0,201.0,219.0,170.28571428571428,31,148.83069
Europe,Storage,167,219,99.52,0,7.0,3.85,95.45,2023,5,2,2,152.0,143.0,182.0,238.0,139.0,137.0,201.0,165.42857142857142,31,173.92998
India,Compute,297,338,99.9,0,5.05,4.22,105.74,2023,6,2,3,167.0,152.0,143.0,182.0,238.0,139.0,137.0,188.28571428571428,1,288.3673
India,Storage,262,302,99.56,0,5.05,4.22,105.74,2023,6,2,3,297.0,167.0,152.0,143.0,182.0,238.0,139.0,205.85714285714286,1,264.54932
US,Compute,280,330,99.93,0,5.05,4.22,105.74,2023,6,2,3,262.0,297.0,167.0,152.0,143.0,182.0,238.0,211.85714285714286,1,284.94916
US,Storage,259,311,99.55,0,5.05,4.22,105.74,2023,6,2,3,280.0,262.0,297.0,167.0,152.0,143.0,182.0,222.85714285714286,1,266.7519
Europe,Compute,219,278,99.95,0,5.05,4.22,105.74,2023,6,2,3,259.0,280.0,262.0,297.0,167.0,152.0,143.0,233.71428571428572,1,235.11876
Europe,Storage,129,155,99.6,0,5.05,4.22,105.74,2023,6,2,3,219.0,259.0,280.0,262.0,297.0,167.0,152.0,230.42857142857142,1,120.24916
India,Compute,238,268,99.64,0,5.05,4.22,105.74,2023,6,2,4,129.0,219.0,259.0,280.0,262.0,297.0,167.0,240.57142857142858,2,231.80057
India,Storage,222,261,99.98,0,5.05,4.22,105.74,2023,6,2,4,238.0,129.0,219.0,259.0,280.0,262.0,297.0,229.85714285714286,2,224.82417
US,Compute,299,327,99.87,0,5.05,4.22,105.74,2023,6,2,4,222.0,238.0,129.0,219.0,259.0,280.0,262.0,235.14285714285714,2,285.24005
US,Storage,162,188,99.58,0,5.05,4.22,105.74,2023,6,2,4,299.0,222.0,238.0,129.0,219.0,259.0,280.0,218.28571428571428,2,151.69714
Europe,Compute,285,309,99.71,0,5.05,4.22,105.74,2023,6,2,4,162.0,299.0,222.0,238.0,129.0,219.0,259.0,222.0,2,271.44098
Europe,Storage,298,328,99.84,0,5.05,4.22,105.74,2023,6,2,4,285.0,162.0,299.0,222.0,238.0,129.0,219.0,233.28571428571428,2,286.36868
India,Compute,296,328,99.62,0,5.05,4.22,105.74,2023,6,2,5,298.0,285.0,162.0,299.0,222.0,238.0,129.0,257.14285714285717,3,282.1294
India,Storage,297,322,99.56,0,5.05,4.22,105.74,2023,6,2,5,296.0,298.0,285.0,162.0,299.0,222.0,238.0,265.57142857142856,3,284.7321
US,Compute,106,157,99.61,0,5.05,4.22,105.74,2023,6,2,5,297.0,296.0,298.0,285.0,162.0,299.0,222.0,249.0,3,110.41863
US,Storage,209,236,99.81,0,5.05,4.22,105.74,2023,6,2,5,106.0,297.0,296.0,298.0,285.0,162.0,299.0,236.14285714285714,3,196.60313
Europe,Compute,226,272,99.92,0,5.05,4.22,105.74,2023,6,2,5,209.0,106.0,297.0,296.0,298.0,285.0,162.0,245.28571428571428,3,228.90613
Europe,Storage,173,223,99.76,0,5.05,4.22,105.74,2023,6,2,5,226.0,209.0,106.0,297.0,296.0,298.0,285.0,229.28571428571428,3,178.38234
India,Compute,192,248,99.98,1,5.05,4.22,105.74,2023,6,2,6,173.0,226.0,209.0,106.0,297.0,296.0,298.0,214.14285714285714,4,201.08485
India,Storage,248,296,99.8,1,5.05,4.22,105.74,2023,6,2,6,192.0,173.0,226.0,209.0,106.0,297.0,296.0,207.28571428571428,4,253.0835
US,Compute,192,239,99.77,1,5.05,4.22,105.74,2023,6,2,6,248.0,192.0,173.0,226.0,209.0,106.0,297.0,192.28571428571428,4,201.11395
US,Storage,292,339,99.79,1,5.05,4.22,105.74,2023,6,2,6,192.0,248.0,192.0,173.0,226.0,209.0,106.0,218.85714285714286,4,289.56833
Europe,Compute,295,337,99.81,1,5.05,4.22,105.74,2023,6,2,6,292.0,192.0,248.0,192.0,173.0,226.0,209.0,231.14285714285714,4,289.68457
Europe,Storage,135,190,99.75,1,5.05,4.22,105.74,2023,6,2,6,295.0,292.0,192.0,248.0,192.0,173.0,226.0,218.14285714285714,4,145.89311
India,Compute,132,176,99.73,0,5.05,4.22,105.74,2023,6,2,0,135.0,295.0,292.0,192.0,248.0,192.0,173.0,212.28571428571428,5,135.92558
India,Storage,256,304,99.71,0,5.05,4.22,105.74,2023,6,2,0,132.0,135.0,295.0,292.0,192.0,248.0,192.0,221.42857142857142,5,265.36624
US,Compute,298,329,99.57,0,5.05,4.22,105.74,2023,6,2,0,256.0,132.0,135.0,295.0,292.0,192.0,248.0,228.57142857142858,5,286.39386
US,Storage,251,306,99.6,0,5.05,4.22,105.74,2023,6,2,0,298.0,256.0,132.0,135.0,295.0,292.0,192.0,237.0,5,262.00403
Europe,Compute,150,203,99.89,0,5.05,4.22,105.74,2023,6,2,0,251.0,298.0,256.0,132.0,135.0,295.0,292.0,216.71428571428572,5,158.92348
Europe,Storage,266,293,99.94,0,5.05,4.22,105.74,2023,6,2,0,150.0,251.0,298.0,256.0,132.0,135.0,295.0,212.57142857142858,5,254.2824
India,Compute,180,204,99.89,0,5.05,4.22,105.74,2023,6,2,1,266.0,150.0,251.0,298.0,256.0,132.0,135.0,219.0,6,166.8477
India,Storage,298,328,99.76,0,5.05,4.22,105.74,2023,6,2,1,180.0,266.0,150.0,251.0,298.0,256.0,132.0,242.71428571428572,6,287.35333
US,Compute,242,272,99.63,0,5.05,4.22,105.74,2023,6,2,1,298.0,180.0,266.0,150.0,251.0,298.0,256.0,240.71428571428572,6,230.93509
US,Storage,232,254,99.7,0,5.05,4.22,105.74,2023,6,2,1,242.0,298.0,180.0,266.0,150.0,251.0,298.0,231.28571428571428,6,218.10706
Europe,Compute,182,236,99.81,0,5.05,4.22,105.74,2023,6,2,1,232.0,242.0,298.0,180.0,266.0,150.0,251.0,221.42857142857142,6,195.05934
Europe,Storage,268,289,99.98,0,5.05,4.22,105.74,2023,6,2,1,182.0,232.0,242.0,298.0,180.0,266.0,150.0,238.28571428571428,6,254.36913
India,Compute,182,206,99.99,0,5.05,4.22,105.74,2023,6,2,2,268.0,182.0,232.0,242.0,298.0,180.0,266.0,226.28571428571428,7,170.00946
India,Storage,287,326,99.71,0,5.05,4.22,105.74,2023,6,2,2,182.0,268.0,182.0,232.0,242.0,298.0,180.0,241.57142857142858,7,284.74637
US,Compute,187,224,99.67,0,5.05,4.22,105.74,2023,6,2,2,287.0,182.0,268.0,182.0,232.0,242.0,298.0,225.71428571428572,7,184.52344
US,Storage,236,283,99.73,0,5.05,4.22,105.74,2023,6,2,2,187.0,287.0,182.0,268.0,182.0,232.0,242.0,224.85714285714286,7,246.9624
Europe,Compute,290,346,99.76,0,5.05,4.22,105.74,2023,6,2,2,236.0,187.0,287.0,182.0,268.0,182.0,232.0,233.14285714285714,7,295.28397
Europe,Storage,148,173,99.75,0,5.05,4.22,105.74,2023,6,2,2,290.0,236.0,187.0,287.0,182.0,268.0,182.0,228.28571428571428,7,137.95985
India,Compute,115,156,99.97,0,5.05,4.22,105.74,2023,6,2,3,148.0,290.0,236.0,187.0,287.0,182.0,268.0,206.42857142857142,8,116.939125
India,Storage,126,148,99.61,0,5.05,4.22,105.74,2023,6,2,3,115.0,148.0,290.0,236.0,187.0,287.0,182.0,198.42857142857142,8,116.19397
US,Compute,111,147,99.99,0,5.05,4.22,105.74,2023,6,2,3,126.0,115.0,148.0,290.0,236.0,187.0,287.0,173.28571428571428,8,114.61468
US,Storage,194,237,99.98,0,5.05,4.22,105.74,2023,6,2,3,111.0,126.0,115.0,148.0,290.0,236.0,187.0,174.28571428571428,8,198.41249
Europe,Compute,227,274,99.82,0,5.05,4.22,105.74,2023,6,2,3,194.0,111.0,126.0,115.0,148.0,290.0,236.0,173.0,8,232.10844
Europe,Storage,225,261,99.64,0,5.05,4.22,105.74,2023,6,2,3,227.0,194.0,111.0,126.0,115.0,148.0,290.0,163.71428571428572,8,221.55371
India,Compute,257,277,99.9,0,5.05,4.22,105.74,2023,6,2,4,225.0,227.0,194.0,111.0,126.0,115.0,148.0,179.28571428571428,9,238.15265
India,Storage,191,216,99.61,0,5.05,4.22,105.74,2023,6,2,4,257.0,225.0,227.0,194.0,111.0,126.0,115.0,190.14285714285714,9,173.82008
US,Compute,172,209,99.77,0,5.05,4.22,105.74,2023,6,2,4,191.0,257.0,225.0,227.0,194.0,111.0,126.0,196.71428571428572,9,167.79759
US,Storage,223,267,99.5,0,5.05,4.22,105.74,2023,6,2,4,172.0,191.0,257.0,225.0,227.0,194.0,111.0,212.71428571428572,9,231.16171
Europe,Compute,276,314,99.53,0,5.05,4.22,105.74,2023,6,2,4,223.0,172.0,191.0,257.0,225.0,227.0,194.0,224.42857142857142,9,273.84244
Europe,Storage,242,269,99.82,0,5.05,4.22,105.74,2023,6,2,4,276.0,223.0,172.0,191.0,257.0,225.0,227.0,226.57142857142858,9,232.32295
India,Compute,185,210,99.63,0,5.05,4.22,105.74,2023,6,2,5,242.0,276.0,223.0,172.0,191.0,257.0,225.0,220.85714285714286,10,170.49535
India,Storage,227,282,99.57,0,5.05,4.22,105.74,2023,6,2,5,185.0,242.0,276.0,223.0,172.0,191.0,257.0,216.57142857142858,10,244.67227
US,Compute,256,299,99.73,0,5.05,4.22,105.74,2023,6,2,5,227.0,185.0,242.0,276.0,223.0,172.0,191.0,225.85714285714286,10,260.93576
US,Storage,235,273,99.59,0,5.05,4.22,105.74,2023,6,2,5,256.0,227.0,185.0,242.0,276.0,223.0,172.0,234.85714285714286,10,237.88292
Europe,Compute,130,189,99.75,0,5.05,4.22,105.74,2023,6,2,5,235.0,256.0,227.0,185.0,242.0,276.0,223.0,221.57142857142858,10,146.41222
Europe,Storage,176,202,99.9,0,5.05,4.22,105.74,2023,6,2,5,130.0,235.0,256.0,227.0,185.0,242.0,276.0,207.28571428571428,10,164.46628
India,Compute,271,328,99.52,1,5.05,4.22,105.74,2023,6,2,6,176.0,130.0,235.0,256.0,227.0,185.0,242.0,211.42857142857142,11,282.86902
India,Storage,267,301,99.66,1,5.05,4.22,105.74,2023,6,2,6,271.0,176.0,130.0,235.0,256.0,227.0,185.0,223.14285714285714,11,264.4703
US,Compute,285,342,99.56,1,5.05,4.22,105.74,2023,6,2,6,267.0,271.0,176.0,130.0,235.0,256.0,227.0,231.42857142857142,11,289.81845
US,Storage,181,207,99.86,1,5.05,4.22,105.74,2023,6,2,6,285.0,267.0,271.0,176.0,130.0,235.0,256.0,220.71428571428572,11,167.43733
Europe,Compute,225,267,99.79,1,5.05,4.22,105.74,2023,6,2,6,181.0,285.0,267.0,271.0,176.0,130.0,235.0,219.28571428571428,11,230.35315
Europe,Storage,290,338,99.52,1,5.05,4.22,105.74,2023,6,2,6,225.0,181.0,285.0,267.0,271.0,176.0,130.0,242.14285714285714,11,290.7593
India,Compute,134,174,99.89,0,5.05,4.22,105.74,2023,6,2,0,290.0,225.0,181.0,285.0,267.0,271.0,176.0,236.14285714285714,12,136.25905
India,Storage,234,268,99.67,0,5.05,4.22,105.74,2023,6,2,0,134.0,290.0,225.0,181.0,285.0,267.0,271.0,230.85714285714286,12,234.46227
US,Compute,108,134,99.51,0,5.05,4.22,105.74,2023,6,2,0,234.0,134.0,290.0,225.0,181.0,285.0,267.0,208.14285714285714,12,108.528854
US,Storage,255,300,99.72,0,5.05,4.22,105.74,2023,6,2,0,108.0,234.0,134.0,290.0,225.0,181.0,285.0,203.85714285714286,12,259.6768
Europe,Compute,170,192,99.85,0,5.05,4.22,105.74,2023,6,2,0,255.0,108.0,234.0,134.0,290.0,225.0,181.0,202.28571428571428,12,154.32994
Europe,Storage,149,180,99.83,0,5.05,4.22,105.74,2023,6,2,0,170.0,255.0,108.0,234.0,134.0,290.0,225.0,191.42857142857142,12,142.58945
India,Compute,266,314,99.64,0,5.05,4.22,105.74,2023,6,2,1,149.0,170.0,255.0,108.0,234.0,134.0,290.0,188.0,13,273.7663
India,Storage,228,262,99.8,0,5.05,4.22,105.74,2023,6,2,1,266.0,149.0,170.0,255.0,108.0,234.0,134.0,201.42857142857142,13,224.04234
US,Compute,174,230,99.63,0,5.05,4.22,105.74,2023,6,2,1,228.0,266.0,149.0,170.0,255.0,108.0,234.0,192.85714285714286,13,187.95903
US,Storage,236,270,99.86,0,5.05,4.22,105.74,2023,6,2,1,174.0,228.0,266.0,149.0,170.0,255.0,108.0,211.14285714285714,13,229.82549
Europe,Compute,111,169,99.68,0,5.05,4.22,105.74,2023,6,2,1,236.0,174.0,228.0,266.0,149.0,170.0,255.0,190.57142857142858,13,129.83923
Europe,Storage,298,328,99.51,0,5.05,4.22,105.74,2023,6,2,1,111.0,236.0,174.0,228.0,266.0,149.0,170.0,208.85714285714286,13,283.85776
India,Compute,181,209,99.98,0,5.05,4.22,105.74,2023,6,2,2,298.0,111.0,236.0,174.0,228.0,266.0,149.0,213.42857142857142,14,170.65652
India,Storage,158,191,99.53,0,5.05,4.22,105.74,2023,6,2,2,181.0,298.0,111.0,236.0,174.0,228.0,266.0,198.0,14,151.15079
US,Compute,180,226,99.61,0,5.05,4.22,105.74,2023,6,2,2,158.0,181.0,298.0,111.0,236.0,174.0,228.0,191.14285714285714,14,185.08005
US,Storage,221,254,99.61,0,5.05,4.22,105.74,2023,6,2,2,180.0,158.0,181.0,298.0,111.0,236.0,174.0,197.85714285714286,14,215.76588
Europe,Compute,161,182,99.67,0,5.05,4.22,105.74,2023,6,2,2,221.0,180.0,158.0,181.0,298.0,111.0,236.0,187.14285714285714,14,144.89264
Europe,Storage,290,319,99.79,0,5.05,4.22,105.74,2023,6,2,2,161.0,221.0,180.0,158.0,181.0,298.0,111.0,212.71428571428572,14,283.0269
India,Compute,241,266,99.96,0,5.05,4.22,105.74,2023,6,2,3,290.0,161.0,221.0,180.0,158.0,181.0,298.0,204.57142857142858,15,229.95337
India,Storage,106,126,99.92,0,5.05,4.22,105.74,2023,6,2,3,241.0,290.0,161.0,221.0,180.0,158.0,181.0,193.85714285714286,15,104.36687
US,Compute,217,260,99.73,0,5.05,4.22,105.74,2023,6,2,3,106.0,241.0,290.0,161.0,221.0,180.0,158.0,202.28571428571428,15,217.6997
US,Storage,203,232,99.56,0,5.05,4.22,105.74,2023,6,2,3,217.0,106.0,241.0,290.0,161.0,221.0,180.0,205.57142857142858,15,194.23955
Europe,Compute,165,208,99.66,0,5.05,4.22,105.74,2023,6,2,3,203.0,217.0,106.0,241.0,290.0,161.0,221.0,197.57142857142858,15,164.92113
Europe,Storage,289,328,99.6,0,5.05,4.22,105.74,2023,6,2,3,165.0,203.0,217.0,106.0,241.0,290.0,161.0,215.85714285714286,15,284.0471
India,Compute,101,125,99.56,0,5.05,4.22,105.74,2023,6,2,4,289.0,165.0,203.0,217.0,106.0,241.0,290.0,188.85714285714286,16,106.77392
India,Storage,159,192,99.82,0,5.05,4.22,105.74,2023,6,2,4,101.0,289.0,165.0,203.0,217.0,106.0,241.0,177.14285714285714,16,153.51207
US,Compute,111,144,99.86,0,5.05,4.22,105.74,2023,6,2,4,159.0,101.0,289.0,165.0,203.0,217.0,106.0,177.85714285714286,16,112.32937
US,Storage,143,169,99.88,0,5.05,4.22,105.74,2023,6,2,4,111.0,159.0,101.0,289.0,165.0,203.0,217.0,167.28571428571428,16,133.97697
Europe,Compute,125,158,99.93,0,5.05,4.22,105.74,2023,6,2,4,143.0,111.0,159.0,101.0,289.0,165.0,203.0,156.14285714285714,16,117.414825
Europe,Storage,103,125,99.64,0,5.05,4.22,105.74,2023,6,2,4,125.0,143.0,111.0,159.0,101.0,289.0,165.0,147.28571428571428,16,108.28879
India,Compute,248,306,99.93,0,5.05,4.22,105.74,2023,6,2,5,103.0,125.0,143.0,111.0,159.0,101.0,289.0,141.42857142857142,17,260.68906
India,Storage,115,143,99.51,0,5.05,4.22,105.74,2023,6,2,5,248.0,103.0,125.0,143.0,111.0,159.0,101.0,143.42857142857142,17,111.88105
US,Compute,252,282,99.64,0,5.05,4.22,105.74,2023,6,2,5,115.0,248.0,103.0,125.0,143.0,111.0,159.0,156.71428571428572,17,247.78017
US,Storage,181,226,99.97,0,5.05,4.22,105.74,2023,6,2,5,252.0,115.0,248.0,103.0,125.0,143.0,111.0,166.71428571428572,17,181.9495
Europe,Compute,108,137,99.68,0,5.05,4.22,105.74,2023,6,2,5,181.0,252.0,115.0,248.0,103.0,125.0,143.0,161.71428571428572,17,110.47599
Europe,Storage,178,235,99.74,0,5.05,4.22,105.74,2023,6,2,5,108.0,181.0,252.0,115.0,248.0,103.0,125.0,169.28571428571428,17,191.02309
India,Compute,202,260,99.58,1,5.05,4.22,105.74,2023,6,2,6,178.0,108.0,181.0,252.0,115.0,248.0,103.0,183.42857142857142,18,214.98688
India,Storage,276,319,99.99,1,5.05,4.22,105.74,2023,6,2,6,202.0,178.0,108.0,181.0,252.0,115.0,248.0,187.42857142857142,18,281.70416
US,Compute,110,165,99.98,1,5.05,4.22,105.74,2023,6,2,6,276.0,202.0,178.0,108.0,181.0,252.0,115.0,186.71428571428572,18,121.081436
US,Storage,150,198,99.54,1,5.05,4.22,105.74,2023,6,2,6,110.0,276.0,202.0,178.0,108.0,181.0,252.0,172.14285714285714,18,155.71698
Europe,Compute,162,185,99.89,1,5.05,4.22,105.74,2023,6,2,6,150.0,110.0,276.0,202.0,178.0,108.0,181.0,169.42857142857142,18,146.02403
Europe,Storage,183,230,99.91,1,5.05,4.22,105.74,2023,6,2,6,162.0,150.0,110.0,276.0,202.0,178.0,108.0,180.14285714285714,18,189.38043
India,Compute,213,257,99.64,0,5.05,4.22,105.74,2023,6,2,0,183.0,162.0,150.0,110.0,276.0,202.0,178.0,185.14285714285714,19,217.67834
India,Storage,232,274,99.9,0,5.05,4.22,105.74,2023,6,2,0,213.0,183.0,162.0,150.0,110.0,276.0,202.0,189.42857142857142,19,233.2216
US,Compute,200,230,99.59,0,5.05,4.22,105.74,2023,6,2,0,232.0,213.0,183.0,162.0,150.0,110.0,276.0,178.57142857142858,19,192.63417
US,Storage,245,290,99.97,0,5.05,4.22,105.74,2023,6,2,0,200.0,232.0,213.0,183.0,162.0,150.0,110.0,197.85714285714286,19,249.09302
Europe,Compute,187,209,99.52,0,5.05,4.22,105.74,2023,6,2,0,245.0,200.0,232.0,213.0,183.0,162.0,150.0,203.14285714285714,19,168.75743
Europe,Storage,135,188,99.61,0,5.05,4.22,105.74,2023,6,2,0,187.0,245.0,200.0,232.0,213.0,183.0,162.0,199.28571428571428,19,148.42921
India,Compute,277,302,99.94,0,5.05,4.22,105.74,2023,6,2,1,135.0,187.0,245.0,200.0,232.0,213.0,183.0,212.71428571428572,20,265.58316
India,Storage,215,260,99.91,0,5.05,4.22,105.74,2023,6,2,1,277.0,135.0,187.0,245.0,200.0,232.0,213.0,213.0,20,216.83904
US,Compute,102,136,99.58,0,5.05,4.22,105.74,2023,6,2,1,215.0,277.0,135.0,187.0,245.0,200.0,232.0,194.42857142857142,20,107.090195
US,Storage,140,192,99.89,0,5.05,4.22,105.74,2023,6,2,1,102.0,215.0,277.0,135.0,187.0,245.0,200.0,185.85714285714286,20,150.33368
Europe,Compute,118,147,99.72,0,5.05,4.22,105.74,2023,6,2,1,140.0,102.0,215.0,277.0,135.0,187.0,245.0,167.71428571428572,20,116.12827
Europe,Storage,151,206,99.78,0,5.05,4.22,105.74,2023,6,2,1,118.0,140.0,102.0,215.0,277.0,135.0,187.0,162.57142857142858,20,170.19917
India,Compute,193,232,99.82,0,5.05,4.22,105.74,2023,6,2,2,151.0,118.0,140.0,102.0,215.0,277.0,135.0,170.85714285714286,21,189.34286
India,Storage,242,283,99.81,0,5.05,4.22,105.74,2023,6,2,2,193.0,151.0,118.0,140.0,102.0,215.0,277.0,165.85714285714286,21,243.35501
US,Compute,227,251,99.86,0,5.05,4.22,105.74,2023,6,2,2,242.0,193.0,151.0,118.0,140.0,102.0,215.0,167.57142857142858,21,213.08229
US,Storage,154,205,99.9,0,5.05,4.22,105.74,2023,6,2,2,227.0,242.0,193.0,151.0,118.0,140.0,102.0,175.0,21,163.10997
Europe,Compute,252,301,99.77,0,5.05,4.22,105.74,2023,6,2,2,154.0,227.0,242.0,193.0,151.0,118.0,140.0,191.0,21,263.30148
Europe,Storage,132,191,99.78,0,5.05,4.22,105.74,2023,6,2,2,252.0,154.0,227.0,242.0,193.0,151.0,118.0,193.0,21,149.51613
India,Compute,186,212,99.7,0,5.05,4.22,105.74,2023,6,2,3,132.0,252.0,154.0,227.0,242.0,193.0,151.0,198.0,22,171.68764
India,Storage,162,213,99.91,0,5.05,4.22,105.74,2023,6,2,3,186.0,132.0,252.0,154.0,227.0,242.0,193.0,193.57142857142858,22,170.72568
US,Compute,285,311,99.83,0,5.05,4.22,105.74,2023,6,2,3,162.0,186.0,132.0,252.0,154.0,227.0,242.0,199.71428571428572,22,272.34265
US,Storage,204,246,99.51,0,5.05,4.22,105.74,2023,6,2,3,285.0,162.0,186.0,132.0,252.0,154.0,227.0,196.42857142857142,22,204.33725
Europe,Compute,254,311,99.69,0,5.05,4.22,105.74,2023,6,2,3,204.0,285.0,162.0,186.0,132.0,252.0,154.0,210.71428571428572,22,267.8815
Europe,Storage,142,173,99.57,0,5.05,4.22,105.74,2023,6,2,3,254.0,204.0,285.0,162.0,186.0,132.0,252.0,195.0,22,135.28055
India,Compute,180,224,99.52,0,5.05,4.22,105.74,2023,6,2,4,142.0,254.0,204.0,285.0,162.0,186.0,132.0,201.85714285714286,23,182.29927
India,Storage,268,327,99.66,0,5.05,4.22,105.74,2023,6,2,4,180.0,142.0,254.0,204.0,285.0,162.0,186.0,213.57142857142858,23,284.21118
US,Compute,133,161,99.76,0,5.05,4.22,105.74,2023,6,2,4,268.0,180.0,142.0,254.0,204.0,285.0,162.0,209.42857142857142,23,120.36976
US,Storage,105,133,99.86,0,5.05,4.22,105.74,2023,6,2,4,133.0,268.0,180.0,142.0,254.0,204.0,285.0,183.71428571428572,23,108.52386
Europe,Compute,196,250,99.9,0,5.05,4.22,105.74,2023,6,2,4,105.0,133.0,268.0,180.0,142.0,254.0,204.0,182.57142857142858,23,205.83893
Europe,Storage,246,277,99.64,0,5.05,4.22,105.74,2023,6,2,4,196.0,105.0,133.0,268.0,180.0,142.0,254.0,181.42857142857142,23,236.88391
India,Compute,184,205,99.8,0,5.05,4.22,105.74,2023,6,2,5,246.0,196.0,105.0,133.0,268.0,180.0,142.0,187.42857142857142,24,169.32597
India,Storage,210,242,99.6,0,5.05,4.22,105.74,2023,6,2,5,184.0,246.0,196.0,105.0,133.0,268.0,180.0,191.71428571428572,24,204.4924
US,Compute,130,174,99.95,0,5.05,4.22,105.74,2023,6,2,5,210.0,184.0,246.0,196.0,105.0,133.0,268.0,172.0,24,136.71037
US,Storage,291,343,99.84,0,5.05,4.22,105.74,2023,6,2,5,130.0,210.0,184.0,246.0,196.0,105.0,133.0,194.57142857142858,24,290.87512
Europe,Compute,268,318,99.58,0,5.05,4.22,105.74,2023,6,2,5,291.0,130.0,210.0,184.0,246.0,196.0,105.0,217.85714285714286,24,277.42075
Europe,Storage,143,201,99.7,0,5.05,4.22,105.74,2023,6,2,5,268.0,291.0,130.0,210.0,184.0,246.0,196.0,210.28571428571428,24,158.87012
India,Compute,184,243,99.88,1,5.05,4.22,105.74,2023,6,2,6,143.0,268.0,291.0,130.0,210.0,184.0,246.0,201.42857142857142,25,200.5969
India,Storage,284,313,99.62,1,5.05,4.22,105.74,2023,6,2,6,184.0,143.0,268.0,291.0,130.0,210.0,184.0,215.71428571428572,25,275.9588
US,Compute,200,228,99.95,1,5.05,4.22,105.74,2023,6,2,6,284.0,184.0,143.0,268.0,291.0,130.0,210.0,214.28571428571428,25,186.55714
US,Storage,111,170,99.75,1,5.05,4.22,105.74,2023,6,2,6,200.0,284.0,184.0,143.0,268.0,291.0,130.0,211.57142857142858,25,124.9264
Europe,Compute,100,148,99.94,1,5.05,4.22,105.74,2023,6,2,6,111.0,200.0,284.0,184.0,143.0,268.0,291.0,184.28571428571428,25,112.08924
Europe,Storage,125,152,99.98,1,5.05,4.22,105.74,2023,6,2,6,100.0,111.0,200.0,284.0,184.0,143.0,268.0,163.85714285714286,25,119.88747
India,Compute,142,182,99.76,0,5.05,4.22,105.74,2023,6,2,0,125.0,100.0,111.0,200.0,284.0,184.0,143.0,163.71428571428572,26,142.62492
India,Storage,132,187,99.9,0,5.05,4.22,105.74,2023,6,2,0,142.0,125.0,100.0,111.0,200.0,284.0,184.0,156.28571428571428,26,142.77316
US,Compute,191,223,99.58,0,5.05,4.22,105.74,2023,6,2,0,132.0,142.0,125.0,100.0,111.0,200.0,284.0,143.0,26,178.42552
US,Storage,132,152,99.84,0,5.05,4.22,105.74,2023,6,2,0,191.0,132.0,142.0,125.0,100.0,111.0,200.0,133.28571428571428,26,119.62146
Europe,Compute,143,192,99.79,0,5.05,4.22,105.74,2023,6,2,0,132.0,191.0,132.0,142.0,125.0,100.0,111.0,137.85714285714286,26,151.6574
Europe,Storage,158,196,99.87,0,5.05,4.22,105.74,2023,6,2,0,143.0,132.0,191.0,132.0,142.0,125.0,100.0,146.14285714285714,26,154.48746
India,Compute,283,322,99.52,0,5.05,4.22,105.74,2023,6,2,1,158.0,143.0,132.0,191.0,132.0,142.0,125.0,168.71428571428572,27,281.16592
India,Storage,229,283,99.56,0,5.05,4.22,105.74,2023,6,2,1,283.0,158.0,143.0,132.0,191.0,132.0,142.0,181.14285714285714,27,242.98735
US,Compute,238,297,99.82,0,5.05,4.22,105.74,2023,6,2,1,229.0,283.0,158.0,143.0,132.0,191.0,132.0,196.28571428571428,27,254.68794
US,Storage,273,314,99.77,0,5.05,4.22,105.74,2023,6,2,1,238.0,229.0,283.0,158.0,143.0,132.0,191.0,208.0,27,274.3289
Europe,Compute,261,309,99.82,0,5.05,4.22,105.74,2023,6,2,1,273.0,238.0,229.0,283.0,158.0,143.0,132.0,226.42857142857142,27,268.94962
Europe,Storage,182,225,99.65,0,5.05,4.22,105.74,2023,6,2,1,261.0,273.0,238.0,229.0,283.0,158.0,143.0,232.0,27,187.28181
